year,country,city,avg_temp_city,avg_temp_global
1895,Austria,Vienna,7.32,8.15
1896,Austria,Vienna,7.47,8.21
1897,Austria,Vienna,7.86,8.29
1898,Austria,Vienna,8.78,8.18
1899,Austria,Vienna,7.79,8.40
1900,Austria,Vienna,8.44,8.50
1901,Austria,Vienna,7.61,8.54
1902,Austria,Vienna,6.98,8.30
1903,Austria,Vienna,8.29,8.22
1904,Austria,Vienna,8.18,8.09
1905,Austria,Vienna,7.95,8.23
1906,Austria,Vienna,8.09,8.38
1907,Austria,Vienna,7.69,7.95
1908,Austria,Vienna,7.37,8.19
1909,Austria,Vienna,7.43,8.18
1910,Austria,Vienna,8.40,8.22
1911,Austria,Vienna,8.68,8.18
1912,Austria,Vienna,7.31,8.17
1913,Austria,Vienna,8.02,8.30
1914,Austria,Vienna,7.86,8.59
1915,Austria,Vienna,7.81,8.59
1916,Austria,Vienna,8.73,8.23
1917,Austria,Vienna,7.60,8.02
1918,Austria,Vienna,8.53,8.13
1919,Austria,Vienna,7.37,8.38
1920,Austria,Vienna,8.48,8.36
1921,Austria,Vienna,8.64,8.57
1922,Austria,Vienna,7.16,8.41
1923,Austria,Vienna,8.19,8.42
1924,Austria,Vienna,7.24,8.51
1925,Austria,Vienna,8.22,8.53
1926,Austria,Vienna,8.74,8.73
1927,Austria,Vienna,8.19,8.52
1928,Austria,Vienna,8.32,8.63
1929,Austria,Vienna,7.03,8.24
1930,Austria,Vienna,8.70,8.63
1931,Austria,Vienna,7.55,8.72
1932,Austria,Vienna,8.14,8.71
1933,Austria,Vienna,7.07,8.34
1934,Austria,Vienna,9.59,8.63
1935,Austria,Vienna,8.13,8.52
1936,Austria,Vienna,8.45,8.55
1937,Austria,Vienna,8.61,8.70
1938,Austria,Vienna,8.52,8.86
1939,Austria,Vienna,8.49,8.76
1940,Austria,Vienna,6.17,8.76
1941,Austria,Vienna,6.98,8.77
1942,Austria,Vienna,7.18,8.73
1943,Austria,Vienna,8.57,8.76
1944,Austria,Vienna,8.06,8.85
1945,Austria,Vienna,8.62,8.58
1946,Austria,Vienna,8.52,8.68
1947,Austria,Vienna,8.24,8.80
1948,Austria,Vienna,8.64,8.75
1949,Austria,Vienna,8.83,8.59
1950,Austria,Vienna,8.77,8.37
1951,Austria,Vienna,9.17,8.63
1952,Austria,Vienna,7.98,8.64
1953,Austria,Vienna,8.68,8.87
1954,Austria,Vienna,7.49,8.56
1955,Austria,Vienna,7.69,8.63
1956,Austria,Vienna,6.95,8.28
1957,Austria,Vienna,8.57,8.73
1958,Austria,Vienna,8.37,8.77
1959,Austria,Vienna,8.59,8.73
1960,Austria,Vienna,8.46,8.58
1961,Austria,Vienna,8.95,8.80
1962,Austria,Vienna,7.48,8.75
1963,Austria,Vienna,7.46,8.86
1964,Austria,Vienna,7.86,8.41
1965,Austria,Vienna,7.27,8.53
1966,Austria,Vienna,8.82,8.60
1967,Austria,Vienna,8.87,8.70
1968,Austria,Vienna,8.34,8.52
1969,Austria,Vienna,7.80,8.60
1970,Austria,Vienna,7.79,8.70
1971,Austria,Vienna,8.31,8.60
1972,Austria,Vienna,8.23,8.50
1973,Austria,Vienna,8.26,8.95
1974,Austria,Vienna,8.95,8.47
1975,Austria,Vienna,9.02,8.74
1976,Austria,Vienna,8.25,8.35
1977,Austria,Vienna,8.63,8.85
1978,Austria,Vienna,7.68,8.69
1979,Austria,Vienna,8.30,8.73
1980,Austria,Vienna,7.17,8.98
1981,Austria,Vienna,8.43,9.17
1982,Austria,Vienna,8.68,8.64
1983,Austria,Vienna,9.20,9.03
1984,Austria,Vienna,8.12,8.69
1985,Austria,Vienna,7.35,8.66
1986,Austria,Vienna,8.08,8.83
1987,Austria,Vienna,7.65,8.99
1988,Austria,Vienna,8.83,9.20
1989,Austria,Vienna,9.27,8.92
1990,Austria,Vienna,9.23,9.23
1991,Austria,Vienna,8.15,9.18
1992,Austria,Vienna,9.49,8.84
1993,Austria,Vienna,8.48,8.87
1994,Austria,Vienna,9.89,9.04
1995,Austria,Vienna,8.79,9.35
1996,Austria,Vienna,7.40,9.04
1997,Austria,Vienna,8.37,9.20
1998,Austria,Vienna,9.01,9.52
1999,Austria,Vienna,9.17,9.29
2000,Austria,Vienna,10.08,9.20
2001,Austria,Vienna,8.75,9.41
2002,Austria,Vienna,9.62,9.57
2003,Austria,Vienna,9.24,9.53
2004,Austria,Vienna,8.76,9.32
2005,Austria,Vienna,8.60,9.70
2006,Austria,Vienna,9.13,9.53
2007,Austria,Vienna,10.03,9.73
2008,Austria,Vienna,9.96,9.43
2009,Austria,Vienna,9.48,9.51
2010,Austria,Vienna,8.36,9.70
2011,Austria,Vienna,9.42,9.52
2012,Austria,Vienna,9.42,9.51
2013,Austria,Vienna,10.03,9.61
